DOPPED,TC,avg_Atomic_Weight,avg_Column,avg_Covalent_Radius,avg_Electronegativity,avg_Ground_state_volume,avg_Melting_temperature,avg_MendeleevNumber,avg_Nd_Unfilled,avg_Nd_Valence,avg_Nf_Unfilled,avg_Nf_Valence,avg_Np_Unfilled,avg_Np_Valence,avg_Ns_Unfilled,avg_Ns_Valence,avg_Atomic_Number,avg_N_unfilled,avg_N_valance,avg_Row,avg_SpaceGroupNumber,avg_Ground_State_bandgap,avg_Ground_state_magmom,L2,L3,L5,L7,L10,s_frction,p_frction,d_frction,f_frction,std_Atomic_Weight,std_Column,std_Covalent_Radius,std_Electronegativity,std_Ground_state_volume,std_Melting_temperature,std_MendeleevNumber,std_Nd_Unfilled,std_Nd_Valence,std_Nf_Unfilled,std_Nf_Valence,std_Np_Unfilled,std_Np_Valence,std_Ns_Unfilled,std_Ns_Valence,std_Atomic_Number,std_N_unfilled,std_N_valance,std_Row,std_SpaceGroupNumber,std_Ground_State_bandgap,std_Ground_state_magmom,ad_Atomic_Weight,ad_Column,ad_Covalent_Radius,ad_Electronegativity,ad_Ground_state_volume,ad_Melting_temperature,ad_MendeleevNumber,ad_Nd_Unfilled,ad_Nd_Valence,ad_Nf_Unfilled,ad_Nf_Valence,ad_Np_Unfilled,ad_Np_Valence,ad_Ns_Unfilled,ad_Ns_Valence,ad_Atomic_Number,ad_N_unfilled,ad_N_valance,ad_Row,ad_SpaceGroupNumber,ad_Ground_State_bandgap,ad_Ground_state_magmom,min_Atomic_Weight,max_Atomic_Weight,range_Atomic_Weight,min_Column,max_Column,range_Column,min_Covalent_Radius,max_Covalent_Radius,range_Covalent_Radius,min_Electronegativity,max_Electronegativity,range_Electronegativity,min_Ground_state_volume,max_Ground_state_volume,range_Ground_state_volume,min_Melting_temperature,max_Melting_temperature,range_Melting_temperature,min_MendeleevNumber,max_MendeleevNumber,range_MendeleevNumber,min_Nd_Unfilled,max_Nd_Unfilled,range_Nd_Unfilled,min_Nd_Valence,max_Nd_Valence,range_Nd_Valence,min_Nf_Unfilled,max_Nf_Unfilled,range_Nf_Unfilled,min_Nf_Valence,max_Nf_Valence,range_Nf_Valence,min_Np_Unfilled,max_Np_Unfilled,range_Np_Unfilled,min_Np_Valence,max_Np_Valence,range_Np_Valence,min_Ns_Unfilled,max_Ns_Unfilled,range_Ns_Unfilled,min_Ns_Valence,max_Ns_Valence,range_Ns_Valence,min_Atomic_Number,max_Atomic_Number,range_Atomic_Number,min_N_unfilled,max_N_unfilled,range_N_unfilled,min_N_valance,max_N_valance,range_N_valance,min_Row,max_Row,range_Row,min_SpaceGroupNumber,max_SpaceGroupNumber,range_SpaceGroupNumber,min_Ground_State_bandgap,max_Ground_State_bandgap,range_Ground_State_bandgap,min_Ground_state_magmom,max_Ground_state_magmom,range_Ground_state_magmom,ionic,min_weight_Atomic_Weight,max_weight_Atomic_Weight,range_weight_Atomic_Weight,min_weight_Column,max_weight_Column,range_weight_Column,min_weight_Covalent_Radius,max_weight_Covalent_Radius,range_weight_Covalent_Radius,min_weight_Electronegativity,max_weight_Electronegativity,range_weight_Electronegativity,min_weight_Ground_state_volume,max_weight_Ground_state_volume,range_weight_Ground_state_volume,min_weight_Melting_temperature,max_weight_Melting_temperature,range_weight_Melting_temperature,min_weight_MendeleevNumber,max_weight_MendeleevNumber,range_weight_MendeleevNumber,min_weight_Nd_Unfilled,max_weight_Nd_Unfilled,range_weight_Nd_Unfilled,min_weight_Nd_Valence,max_weight_Nd_Valence,range_weight_Nd_Valence,min_weight_Nf_Unfilled,max_weight_Nf_Unfilled,range_weight_Nf_Unfilled,min_weight_Nf_Valence,max_weight_Nf_Valence,range_weight_Nf_Valence,min_weight_Np_Unfilled,max_weight_Np_Unfilled,range_weight_Np_Unfilled,min_weight_Np_Valence,max_weight_Np_Valence,range_weight_Np_Valence,min_weight_Ns_Unfilled,max_weight_Ns_Unfilled,range_weight_Ns_Unfilled,min_weight_Ns_Valence,max_weight_Ns_Valence,range_weight_Ns_Valence,min_weight_Atomic_Number,max_weight_Atomic_Number,range_weight_Atomic_Number,min_weight_N_unfilled,max_weight_N_unfilled,range_weight_N_unfilled,min_weight_N_valance,max_weight_N_valance,range_weight_N_valance,min_weight_Row,max_weight_Row,range_weight_Row,min_weight_SpaceGroupNumber,max_weight_SpaceGroupNumber,range_weight_SpaceGroupNumber,min_weight_Ground_State_bandgap,max_weight_Ground_State_bandgap,range_weight_Ground_State_bandgap,min_weight_Ground_state_magmom,max_weight_Ground_state_magmom,range_weight_Ground_state_magmom,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Fe0.25Ni0.75U6,3.0,212.3078229,3.928571429,186.0,1.452857143,18.65321429,1456.678571,25.64285714,8.071428571,1.928571429,9.428571429,2.571428571,0.0,0.0,0.0,2.0,82.78571429,17.5,6.5,6.571428571,86.28571429,0.0,0.139173104,6.051859218,6.004048194,6.000036771,6.000000409,6.000000001,0.307692308,0.0,0.296703297,0.395604396,63.00526379,2.297958277,24.52986518,0.178942472,3.360844976,120.0089442,13.85695876,2.297958277,2.297958277,3.849198167,1.049781318,0.0,0.0,0.0,0.0,22.57267176,6.132466295,1.267731382,1.049781318,57.04187506,0.0,0.421563659,44.09329224,1.591836735,17.14285714,0.124897959,2.351632653,83.44897959,9.673469388,1.591836735,1.591836735,2.693877551,0.734693878,0.0,0.0,0.0,0.0,15.79591837,4.285714286,0.857142857,0.734693878,39.91836735,0.0,0.238582463,55.845,238.02891,182.18391,3.0,10.0,7.0,124.0,196.0,72.0,1.38,1.91,0.53,10.32,20.025,9.705,1408.0,1811.0,403.0,20.0,61.0,41.0,2.0,9.0,7.0,1.0,8.0,7.0,0.0,11.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,26.0,92.0,66.0,2.0,20.0,18.0,6.0,10.0,4.0,4.0,7.0,3.0,63.0,229.0,166.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.067815945,1.994464286,204.02478,202.0303157,0.285714286,2.571428571,2.285714286,4.714285714,168.0,163.2857143,0.065357143,1.182857143,1.1175,0.383214286,17.16428571,16.78107143,64.67857143,1206.857143,1142.178571,1.964285714,17.14285714,15.17857143,0.142857143,7.714285714,7.571428571,0.214285714,0.857142857,0.642857143,0.0,9.428571429,9.428571429,0.0,2.571428571,2.571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071428571,1.714285714,1.642857143,0.928571429,78.85714286,77.92857143,0.142857143,17.14285714,17.0,0.285714286,5.142857143,4.857142857,0.142857143,6.0,5.857142857,8.178571429,54.0,45.82142857,0.0,0.0,0.0,0.0,0.075380814,0.075380814,-416.92587,-197.44225,-578.7305,-139.72589,-38.628513,-5.1701927,-255.41132,-84.59041,-118.96224,-32.207485,-3.7037232,1.5590869,91.68218,60.480072,-187.19917,-243.18509,-28.62405,-92.82798,-8.551527,-13.088863,-93.47036,22.347092,-61.61726,-3.8313503,-40.88276,-115.74078,-95.066505,-25.928373,-58.88576,-3.1647892,-9.347025,-63.69103,-2.3729315,-110.008995,-9.259238,-17.502924,57.02769,138.31813,-339.78604,-5.743043,0.32297674,-525.5031,2118.5166,-86.959496,-16.778872,224.19978,-3.3317966,20.31849,76.692444,7.501159,5.9871073,2.2503572,3.2602766,28.954138,4.9875627,-8.036672,-27.481289,-4.0567617,3.0455155,9.477674,-3.4627538,4.6343093,-8.847363,-4.7441597,13.041693,-2.4595218,0.33067912,-1.7218636,1.9934472,0.09285388,-1.0318514,0.024976049,1.9567349,5.192849,8.696458,2.4283085,-0.26468453,-0.06871295,0.3489662,1.2579565,-0.27931184,-2.3753881,1.0085391,-0.097910486,2.977152,10.727754,-1.6013324,-0.5594474,-0.069287196,-1.3290337,-0.17393136,-0.2514431,-0.8328288,-0.5354408,0.53824687,-1.2223834,-0.38634348,0.6531248,1.5479194,4.134517
Na1Fe0.98Co0.02As1,18.8,51.27271106,8.006666667,138.96,1.647,20.71287778,1090.336667,47.02,1.326666667,5.34,0.0,0.0,1.0,1.0,0.333333333,1.666666667,23.34,2.66,8.006666667,3.666666667,207.7666667,0.0,0.699806323,1.720697533,1.432764632,1.237647456,1.162441658,1.109123245,0.208159867,0.12489592,0.666944213,0.0,21.45426231,5.716055361,19.83595389,0.526650738,7.63244597,587.5898447,33.95653496,1.877930303,4.111496078,0.0,0.0,1.414213562,1.414213562,0.471404521,0.471404521,9.17956426,1.242738911,5.716055361,0.471404521,29.67005599,0.0,0.990718275,18.85529452,4.675466667,18.02666667,0.478,6.661718519,479.8688889,30.01333333,1.768888889,3.56,0.0,0.0,1.333333333,1.333333333,0.444444444,0.444444444,8.226666667,1.106666667,4.675466667,0.444444444,28.028,0.0,0.933075097,22.98976928,74.9216,51.93183072,1.0,15.0,14.0,119.0,166.0,47.0,0.93,2.18,1.25,10.245,29.24333333,18.99833333,370.87,1811.0,1440.13,2.0,84.0,82.0,0.0,4.0,4.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,11.0,33.0,22.0,1.0,4.0,3.0,1.0,15.0,14.0,3.0,4.0,1.0,166.0,229.0,63.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.323366154,0.392887967,24.97386667,24.5809787,0.06,5.0,4.94,0.84,55.33333333,54.49333333,0.012533333,0.726666667,0.714133333,0.0683,9.747777778,9.679477778,11.78666667,591.5933333,579.8066667,0.386666667,28.0,27.61333333,0.0,1.306666667,1.306666667,0.0,3.333333333,3.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.333333333,0.333333333,0.013333333,0.666666667,0.653333333,0.18,11.0,10.82,0.02,1.306666667,1.286666667,0.06,5.0,4.94,0.026666667,1.333333333,1.306666667,1.293333333,76.33333333,75.04,0.0,0.0,0.0,0.0,0.689483181,0.689483181,-421.74896,-168.88475,-520.7398,-141.09691,-42.510624,504.26373,-300.63937,-96.598625,-137.98155,-40.95717,0.5436845,5.1804314,117.4155,111.13842,-126.78921,-306.66873,-30.522898,-136.90485,87.90884,-24.548403,-146.92122,-40.668354,-98.86594,-89.94803,150.58893,-13.758088,-64.85251,-32.445446,-55.162014,-38.694546,19.660341,-105.203445,-1.4891695,-146.95491,-56.24335,-66.98013,77.9964,165.45801,-423.169,-63.0768,124.17005,-671.0312,-543.6984,-829.3065,-309.03476,1330.6786,-11.911612,109.91736,378.94675,17.040937,66.76456,40.55582,-32.58271,170.01695,34.120743,-53.25086,-190.84486,-15.269397,32.100048,128.49997,-6.755202,-5.1747923,-67.9305,-46.30579,108.26209,-21.908672,-0.30246827,-25.324709,39.462914,4.221936,7.9509597,-1.476853,31.445972,92.67214,179.80121,57.11911,-8.413252,-2.2146897,2.3790329,-35.15754,-49.792618,-96.37744,81.42322,17.640425,25.515192,34.00196,129.19662,71.86603,10.654902,47.599583,6.382776,10.365612,128.39085,113.4675,-251.97346,-182.08878,-178.36882,110.44036,7.042496,-61.28899
La0.77Sm0.1Sr0.13Fe1As1O1,18.0,70.03745298,10.4675,130.385,2.134375,20.19849375,1036.3525,59.8375,2.7325,4.1925,0.2,0.15,1.25,1.75,0.0,2.0,30.5075,4.1825,8.0925,3.9675,150.5575,0.0,0.5276657,1.902577199,1.512448989,1.267444119,1.178673201,1.118819498,0.247142416,0.216249614,0.518072289,0.018535681,43.25133182,5.36366887,49.49087567,0.851262069,12.23606307,631.4363097,29.66160976,3.482232581,4.076204577,1.2489996,0.9367497,1.299038106,1.785357107,0.0,0.0,17.17570795,2.636132347,4.384511803,1.378928479,83.3476556,0.0,0.913943802,34.11525298,5.0325,37.885,0.675625,10.28099375,490.77625,25.6625,3.0467375,3.8075,0.39,0.2925,1.25,1.75,0.0,0.0,13.5075,2.0456125,3.45375,0.98375,69.27875,0.0,0.79149855,15.9994,150.36,134.3606,2.0,16.0,14.0,66.0,207.0,141.0,0.95,3.44,2.49,9.105,54.23,45.125,54.8,1811.0,1756.2,8.0,87.0,79.0,0.0,9.0,9.0,0.0,10.0,10.0,0.0,8.0,8.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,62.0,54.0,0.0,9.0,9.0,2.0,15.0,13.0,2.0,6.0,4.0,12.0,229.0,217.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.787757332,2.84765,26.73930298,23.89165298,0.065,4.0,3.935,4.95,39.8475,34.8975,0.02925,0.86,0.83075,0.83075,7.10276875,6.27201875,13.7,452.75,439.05,0.26,21.75,21.49,0.0,1.7325,1.7325,0.0,2.5,2.5,0.0,0.2,0.2,0.0,0.15,0.15,0.0,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.05,0.5,0.45,1.235,10.9725,9.7375,0.0,1.7325,1.7325,0.065,3.75,3.685,0.15,1.155,1.005,3.0,57.25,54.25,0.0,0.0,0.0,0.0,0.5276657,0.5276657,-426.0025,-210.96524,-253.79994,-110.52785,-32.189785,262.73325,-227.78107,-70.029564,-96.60698,-27.998844,-3.2791014,4.292166,62.664597,38.66162,-134.08209,-243.08493,-25.702265,-55.41404,-97.94975,-10.486564,-74.449875,24.786999,-49.060913,1.5076661,-43.31286,-92.88369,-72.38046,-15.7065935,-35.38175,-24.703238,-0.96485543,-49.624702,-1.4259956,-72.3257,-16.625425,-21.30316,33.859715,72.78683,-174.67061,1.2267767,-9.725428,-175.1766,-126.24791,-121.71459,-59.268562,125.7639,-1.427526,-20.663074,22.96997,54.353973,-8.436703,4.293577,-11.228909,-28.31656,-5.23806,17.079477,82.03898,4.8465805,-33.899437,-171.16885,1.9311994,-106.08057,-96.61116,-2.7460506,99.320114,-13.768758,7.131457,-14.750595,20.419622,2.8159406,-5.0714397,-0.3142982,11.65926,27.95464,43.15722,40.07326,-7.2968054,-2.1000483,0.5247709,1.5957342,-15.315883,-25.92181,22.265436,5.3891172,10.020521,10.276078,55.25079,37.06766,8.058863,93.06309,12.396166,-15.002016,-79.90287,-13.605749,19.845789,-102.46575,102.13939,-44.08982,-3.5865245,-6.5390253
La1Fe1As0.7P0.3O1,9.743333333,68.12177965,10.5,130.1,2.13825,19.75651786,979.2475,59.675,3.25,3.5,0.0,0.0,1.25,1.75,0.0,2.0,29.65,4.5,7.25,3.925,137.95,0.121875,0.5276657,1.892088793,1.499258893,1.259579406,1.174477678,1.117169889,0.275862069,0.24137931,0.482758621,0.0,45.61839391,5.315072906,50.67632583,0.846988452,11.12671977,658.0547397,29.68365501,3.699662147,3.807886553,0.0,0.0,1.299038106,1.785357107,0.0,0.0,18.04376624,2.692582404,3.992179856,1.438532238,91.3654612,0.428010934,0.913943802,37.7717823,5.0,39.4,0.67325,9.839017857,561.515875,25.675,3.25,3.525,0.0,0.0,1.25,1.75,0.0,0.0,14.8475,2.25,3.0875,1.10125,83.3675,0.22546875,0.79149855,15.9994,138.90547,122.90607,3.0,16.0,13.0,66.0,207.0,141.0,1.1,3.44,2.34,9.105,36.8975,27.7925,54.8,1811.0,1756.2,13.0,87.0,74.0,0.0,9.0,9.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,57.0,49.0,2.0,9.0,7.0,3.0,15.0,12.0,2.0,6.0,4.0,2.0,229.0,227.0,0.0,1.625,1.625,0.0,2.1106628,2.1106628,0.745613369,2.32303215,34.7263675,32.40333535,0.75,4.0,3.25,8.025,51.75,43.725,0.16425,0.86,0.69575,1.692767857,9.224375,7.531607143,13.7,452.75,439.05,3.25,21.75,18.5,0.0,2.25,2.25,0.0,1.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.525,0.0,1.0,1.0,0.0,0.0,0.0,0.15,0.5,0.35,1.125,14.25,13.125,0.225,2.25,2.025,0.375,2.625,2.25,0.225,1.5,1.275,0.15,57.25,57.1,0.0,0.121875,0.121875,0.0,0.5276657,0.5276657,-426.0025,-210.96524,-253.79994,-110.52785,-32.189785,262.73325,-227.78107,-70.029564,-96.60698,-27.998844,-3.2791014,4.292166,62.664597,38.66162,-134.08209,-243.08493,-25.702265,-55.41404,-97.94975,-10.486564,-74.449875,24.786999,-49.060913,1.5076661,-43.31286,-92.88369,-72.38046,-15.7065935,-35.38175,-24.703238,-0.96485543,-49.624702,-1.4259956,-72.3257,-16.625425,-21.30316,33.859715,72.78683,-174.67061,1.2267767,-9.725428,-175.1766,-126.2479,-121.7146,-59.26857,125.76392,-1.4275264,-20.663046,22.96998,54.35398,-8.436779,4.293303,-11.228895,-28.316246,-5.237922,17.079983,82.03956,4.8469434,-33.89908,-171.16922,1.9309384,-106.08061,-96.61117,-2.745864,99.320335,-13.768946,7.131456,-14.750665,20.419556,2.8157852,-5.071422,-0.3143424,11.658984,27.95479,43.15709,40.073193,-7.297063,-2.1000478,0.5248726,1.5957093,-15.315998,-25.921745,22.265339,5.3892207,10.020512,10.276123,55.2509,37.067654,8.058751,93.06291,12.396342,-15.001616,-79.90316,-13.605932,19.846292,-102.46573,102.13959,-44.089424,-3.5867047,-6.5391035
Fe1.11Te0.6Se0.4,14.0,80.63125592,11.79146919,131.4312796,2.043270142,20.44374408,1251.851185,71.39810427,2.104265403,7.895734597,0.0,0.0,0.947867299,1.895734597,0.0,2.0,34.90995261,3.052132701,11.79146919,4.28436019,166.3459716,0.283412322,1.110348677,1.323669143,1.181099951,1.121358801,1.112249489,1.110240242,0.169614148,0.160771704,0.669614148,0.0,30.83892495,3.994560665,6.100172305,0.271146797,10.65980198,594.1260516,17.27976644,1.997280332,1.997280332,0.0,0.0,0.998640166,1.997280332,0.0,0.0,11.1791294,0.998640166,3.994560665,0.451109158,80.76804727,0.319253744,1.053896325,26.71208194,3.989128726,4.334134453,0.224388491,10.2201478,588.2987534,17.25298174,1.994564363,1.994564363,0.0,0.0,0.997282181,1.994564363,0.0,0.0,9.719458233,0.997282181,3.989128726,0.406998944,65.92035219,0.298187372,1.052463201,55.845,127.6,71.755,8.0,16.0,8.0,120.0,138.0,18.0,1.83,2.55,0.72,10.73,34.76333333,24.03333333,494.0,1811.0,1317.0,55.0,90.0,35.0,0.0,4.0,4.0,6.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,26.0,52.0,26.0,2.0,4.0,2.0,8.0,16.0,8.0,4.0,5.0,1.0,14.0,229.0,215.0,0.0,0.799,0.799,0.0,2.1106628,2.1106628,0.121553261,14.96872038,36.28436019,21.31563981,3.033175355,4.549763033,1.516587678,22.74881517,69.44075829,46.69194313,0.483412322,0.962701422,0.4792891,4.913744076,9.885308057,4.971563981,93.6492891,952.7061611,859.056872,16.87203791,28.93364929,12.06161137,0.0,2.104265403,2.104265403,1.895734597,3.156398104,1.260663507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568720379,0.568720379,0.0,1.137440758,1.137440758,0.0,0.0,0.0,0.379146919,1.052132701,0.672985782,6.44549763,14.78672986,8.341232227,0.379146919,2.104265403,1.725118483,3.033175355,4.549763033,1.516587678,0.758293839,2.104265403,1.345971564,2.654028436,120.4691943,117.8151659,0.0,0.151469194,0.151469194,0.0,1.110348677,1.110348677,-428.70392,-45.944946,-237.52742,-120.2984,-43.006203,2130.9248,-367.30972,-95.96623,-138.24846,-46.143024,-9.680842,17.024433,158.07578,222.43274,43.713417,-131.78154,-27.87914,-114.5491,283.3607,-21.88537,-117.26388,-148.10649,-73.69487,-196.471,462.84433,248.63757,92.19701,-9.742464,22.919075,-62.497143,46.41967,-52.315723,1.8882354,-20.017824,-44.20256,-42.016216,8.05964,-5.123913,-2.5271564,-48.650734,112.072754,-93.61265,1.9173365,83.88078,20.40598,-206.3397,-4.6134195,-46.54711,-71.657326,-24.551346,-25.41767,-10.69861,-4.1133747,-49.393406,-5.748443,53.52937,199.78973,3.3417318,-17.032778,42.506966,-5.6779184,-14.766424,132.11768,118.29842,-540.97314,101.08814,-125.256775,-386.66736,275.2625,22.573904,23.88025,-6.8142114,91.598305,220.7483,234.3528,76.39266,-11.885762,-6.6048946,-7.853462,85.20995,45.986298,7.4783792,-20.639595,30.606628,-22.108488,11.190066,48.484207,39.558994,5.2814064,19.39704,-3.4624243,15.915331,61.08559,40.43726,-45.250893,16.564339,20.929401,-2.4250112,-9.259693,-5.828338
Fe0.5Ni0.5U6,2.1,212.2060943,3.857142857,186.2857143,1.45,18.66785714,1459.642857,25.42857143,8.142857143,1.857142857,9.428571429,2.571428571,0.0,0.0,0.0,2.0,82.71428571,17.57142857,6.428571429,6.571428571,86.42857143,0.0,0.193289821,6.041522987,6.002313922,6.000009645,6.000000048,6.0,0.311111111,0.0,0.288888889,0.4,63.2550127,2.133312075,23.84302405,0.172129519,3.325210366,127.4674228,13.34548766,2.133312075,2.133312075,3.849198167,1.049781318,0.0,0.0,0.0,0.0,22.74840205,5.960756013,1.115749954,1.049781318,57.39302382,0.0,0.553323655,44.26768408,1.469387755,16.65306122,0.12,2.326530612,88.53061224,9.306122449,1.469387755,1.469387755,2.693877551,0.734693878,0.0,0.0,0.0,0.0,15.91836735,4.163265306,0.734693878,0.734693878,40.16326531,0.0,0.33135398,55.845,238.02891,182.18391,3.0,10.0,7.0,124.0,196.0,72.0,1.38,1.91,0.53,10.32,20.025,9.705,1408.0,1811.0,403.0,20.0,61.0,41.0,2.0,9.0,7.0,1.0,8.0,7.0,0.0,11.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,26.0,92.0,66.0,2.0,20.0,18.0,6.0,10.0,4.0,4.0,7.0,3.0,63.0,229.0,166.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.067815945,3.988928571,204.02478,200.0358514,0.571428571,2.571428571,2.0,8.857142857,168.0,159.1428571,0.130714286,1.182857143,1.052142857,0.737142857,17.16428571,16.42714286,123.4285714,1206.857143,1083.428571,3.928571429,17.14285714,13.21428571,0.142857143,7.714285714,7.571428571,0.428571429,0.857142857,0.428571429,0.0,9.428571429,9.428571429,0.0,2.571428571,2.571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,1.714285714,1.571428571,1.857142857,78.85714286,77.0,0.142857143,17.14285714,17.0,0.571428571,5.142857143,4.571428571,0.285714286,6.0,5.714285714,16.07142857,54.0,37.92857143,0.0,0.0,0.0,0.0,0.150761629,0.150761629,-416.92587,-197.44225,-578.7305,-139.72589,-38.628513,-5.1701927,-255.41132,-84.59041,-118.96224,-32.207485,-3.703727,1.559085,91.682175,60.48007,-187.19917,-243.18504,-28.62387,-92.82717,-8.548761,-13.089323,-93.47133,22.346945,-61.615944,-3.831497,-40.87749,-115.7422,-95.06722,-25.928032,-58.88521,-3.1630452,-9.347463,-63.692116,-2.371891,-110.00929,-9.259282,-17.503792,57.027473,138.31793,-339.78638,-5.742603,0.3226868,-525.5029,2118.5183,-86.95975,-16.777702,224.19925,-3.3319745,20.318249,76.69248,7.5011435,5.987479,2.250579,3.2600772,28.95415,4.9871006,-8.036622,-27.48113,-4.056656,3.0453653,9.478074,-3.4625742,4.6343713,-8.847109,-4.7441983,13.04171,-2.459601,0.3306575,-1.721832,1.9934188,0.09287975,-1.0317212,0.024894742,1.9568194,5.1928067,8.696522,2.428255,-0.26475123,-0.06872562,0.3487471,1.2578264,-0.27927876,-2.3753455,1.0086433,-0.09789203,2.9773316,10.727784,-1.6012493,-0.55940986,-0.06923557,-1.3289264,-0.17393951,-0.25126037,-0.8328763,-0.53548694,0.5381984,-1.2223766,-0.38639155,0.6530595,1.5478364,4.134579
Fe1Te0.9S0.1,10.0,86.94575,12.0,133.35,1.989,22.29784375,1250.115,72.4,2.0,7.5,0.0,0.0,1.0,2.0,0.0,2.0,37.2,3.0,11.5,4.4,186.4,0.3189,1.0553314,1.349073756,1.200462784,1.097252893,1.057430105,1.030364392,0.173913043,0.173913043,0.652173913,0.0,37.12100188,4.0,7.129340783,0.188809428,11.72352188,565.3503562,17.40517165,2.0,2.598076211,0.0,0.0,1.0,2.0,0.0,0.0,13.55581056,1.0,4.092676386,0.583095189,46.01456291,0.487469168,1.0553314,36.588825,4.0,4.185,0.159,11.56784375,560.885,17.4,2.0,2.25,0.0,0.0,1.0,2.0,0.0,0.0,13.32,1.0,4.05,0.54,42.6,0.3189,1.0553314,32.065,127.6,95.535,8.0,16.0,8.0,105.0,138.0,33.0,1.83,2.58,0.75,10.73,34.76333333,24.03333333,388.36,1811.0,1422.64,55.0,90.0,35.0,0.0,4.0,4.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,16.0,52.0,36.0,2.0,4.0,2.0,6.0,16.0,10.0,3.0,5.0,2.0,70.0,229.0,159.0,0.0,2.202,2.202,0.0,2.1106628,2.1106628,0.131184944,1.60325,57.42,55.81675,0.8,7.2,6.4,5.25,66.0,60.75,0.129,0.945,0.816,1.28934375,15.6435,14.35415625,19.418,905.5,886.082,4.4,40.5,36.1,0.0,2.0,2.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.8,1.8,0.0,0.0,0.0,0.1,1.0,0.9,0.8,23.4,22.6,0.1,2.0,1.9,0.3,7.2,6.9,0.15,2.25,2.1,3.5,114.5,111.0,0.0,0.2088,0.2088,0.0,1.0553314,1.0553314,-419.04343,-159.12581,-486.59787,-131.23425,-38.35326,520.8607,-272.14615,-82.155136,-115.129654,-32.866978,-4.9121757,5.041184,97.77969,94.93097,-86.69275,-222.07281,-25.757393,-85.8462,63.82646,-14.344307,-85.735306,-27.932377,-52.877033,-51.455086,94.97391,3.7648296,-24.155457,-12.430899,-19.272276,-16.94806,8.018206,-39.679497,-0.3744812,-46.44476,-18.279642,-19.981514,18.175953,38.257572,-85.15568,-14.374993,30.644028,-99.06189,-30.15835,46.253605,3.9870067,-154.69054,0.27724287,-31.10043,-80.665596,-15.744616,-25.802279,-9.516967,-6.776844,-59.454758,-11.072624,44.311028,172.01703,2.9429848,-13.124541,38.53431,-5.0355434,-14.511025,116.80625,104.62673,-465.4136,87.416725,-103.785385,-320.30942,225.9539,18.69097,16.84332,-5.358505,70.24118,165.33662,163.40918,44.106762,-6.5510926,-1.6551244,-10.168467,10.599577,1.6638714,-8.967491,-4.378761,23.80703,-12.039891,14.041005,43.036175,31.625275,3.6327317,3.065324,-0.90107757,7.9816422,33.763092,19.566065,-21.196024,17.131483,12.322238,-5.1869316,-2.9795916,0.8289919
